Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,Category,Product_Name,Sales,Quantity,Discount,Profit,Ship_Mode
ORD-10421,2023-08-22,2023-08-25,CUST-6191,Megan Hoffman,Home Office,East,Office Supplies,Folder,2866.76,2,0.0,259.44,First Class
ORD-10422,2024-06-17,2024-06-21,CUST-7782,Danielle Vega DDS,Consumer,South,Office Supplies,Stapler,1370.82,8,0.2,187.77,Standard Class
ORD-10423,2023-04-16,2023-04-17,CUST-2045,Terry Stevens,Corporate,North,Technology,Monitor,3316.87,2,0.1,138.41,Standard Class
ORD-10424,2023-06-09,2023-06-10,CUST-7387,Kevin Clark,Corporate,South,Furniture,Desk,3829.68,2,0.0,442.76,Second Class
ORD-10425,2023-06-24,2023-06-25,CUST-1575,Mary Nichols,Home Office,East,Office Supplies,Paper,2226.94,3,0.1,293.26,First Class
ORD-10426,2023-05-19,2023-05-25,CUST-9835,Ross Padilla,Consumer,West,Furniture,Sofa,4875.41,9,0.2,424.83,Same Day
ORD-10427,2023-04-02,2023-04-06,CUST-6044,Kathryn Griffin,Corporate,West,Office Supplies,Folder,1562.11,6,0.3,54.54,First Class
ORD-10428,2024-04-25,2024-04-30,CUST-1136,Jennifer Williams,Home Office,West,Technology,Keyboard,72.57,9,0.1,6.24,Same Day
ORD-10429,2024-07-15,2024-07-18,CUST-4089,Michelle Burnett,Corporate,West,Furniture,Chair,3834.03,5,0.1,763.71,Same Day
ORD-10430,2023-03-23,2023-03-27,CUST-4924,Michael Gutierrez,Home Office,East,Technology,Monitor,3580.39,7,0.3,-160.59,First Class
ORD-10431,2023-07-06,2023-07-08,CUST-5744,Charles Hughes,Consumer,West,Office Supplies,Folder,4047.87,7,0.1,863.7,Same Day
ORD-10432,2024-07-01,2024-07-02,CUST-4046,Jennifer Berry,Consumer,East,Furniture,Desk,2470.14,6,0.0,217.46,First Class
ORD-10433,2024-05-20,2024-05-22,CUST-6601,Theodore Johnson,Corporate,East,Technology,Mouse,3640.99,4,0.0,319.21,Same Day
ORD-10434,2023-05-30,2023-05-31,CUST-5366,Lisa Douglas,Corporate,North,Furniture,Sofa,3490.74,1,0.2,-104.53,Same Day
ORD-10435,2023-05-05,2023-05-12,CUST-5078,Matthew Zhang,Corporate,West,Technology,Monitor,4480.58,5,0.3,479.7,Second Class
ORD-10436,2024-11-28,2024-12-01,CUST-6293,Mary Bailey,Consumer,North,Office Supplies,Notebook,1011.92,2,0.1,119.62,Standard Class
ORD-10437,2024-11-13,2024-11-15,CUST-2850,Deborah Compton,Consumer,West,Furniture,Sofa,3199.83,4,0.2,549.99,First Class
ORD-10438,2023-09-06,2023-09-07,CUST-1688,Richard Jones,Home Office,West,Technology,Monitor,3976.06,10,0.0,592.24,Second Class
ORD-10439,2023-12-13,2023-12-20,CUST-1983,Lonnie Jones,Consumer,East,Furniture,Chair,1258.64,8,0.0,278.77,Second Class
ORD-10440,2024-07-25,2024-08-01,CUST-6690,Katie Cooper,Corporate,South,Office Supplies,Folder,3961.5,3,0.3,-165.71,Standard Class
ORD-10441,2024-05-11,2024-05-17,CUST-8168,Courtney Mitchell,Home Office,East,Office Supplies,Stapler,1803.67,3,0.2,315.04,Same Day
ORD-10442,2023-10-09,2023-10-16,CUST-3627,Lori Williams,Consumer,South,Technology,Printer,949.4,6,0.2,126.37,Same Day
ORD-10443,2024-06-02,2024-06-06,CUST-4039,Heather Liu,Consumer,East,Furniture,Bookshelf,2717.2,8,0.0,662.94,Second Class
ORD-10444,2024-11-30,2024-12-04,CUST-3525,Darlene Garrett,Home Office,East,Furniture,Chair,3298.28,9,0.3,-173.27,First Class
ORD-10445,2023-05-13,2023-05-15,CUST-1512,Laura Olsen,Consumer,North,Furniture,Bookshelf,570.11,9,0.0,34.74,Same Day
ORD-10446,2024-12-19,2024-12-24,CUST-5193,Jessica Murphy,Consumer,East,Technology,Laptop,178.45,7,0.3,5.61,Second Class
ORD-10447,2023-03-23,2023-03-27,CUST-1994,Sara Wilson,Corporate,West,Office Supplies,Notebook,85.17,4,0.3,11.25,First Class
ORD-10448,2023-11-08,2023-11-09,CUST-4537,Austin Diaz,Home Office,North,Office Supplies,Notebook,4121.74,5,0.0,962.74,Standard Class
ORD-10449,2023-09-12,2023-09-17,CUST-3931,Kimberly Hayes,Home Office,West,Office Supplies,Pen,2667.67,4,0.1,350.93,Standard Class
ORD-10450,2023-06-20,2023-06-27,CUST-3955,Scott Phillips,Home Office,West,Office Supplies,Folder,1802.66,8,0.3,217.59,First Class
ORD-10451,2023-11-19,2023-11-24,CUST-6319,Peter Gibson,Corporate,West,Office Supplies,Pen,2678.82,10,0.3,357.3,Same Day
ORD-10452,2024-07-17,2024-07-23,CUST-5162,Cynthia Carr,Corporate,West,Office Supplies,Paper,3049.9,10,0.1,285.98,Same Day
ORD-10453,2023-11-06,2023-11-07,CUST-5920,Sydney Stevens,Consumer,South,Furniture,Chair,3637.04,5,0.0,652.49,First Class
ORD-10454,2024-04-16,2024-04-19,CUST-3557,Alexis Bryant,Consumer,East,Technology,Keyboard,4597.18,9,0.1,108.36,First Class
ORD-10455,2024-08-05,2024-08-07,CUST-2264,Rhonda Smith,Home Office,East,Office Supplies,Pen,1180.31,5,0.0,227.35,Same Day
ORD-10456,2023-11-04,2023-11-05,CUST-7251,Michelle Durham,Consumer,North,Technology,Mouse,4132.01,10,0.0,821.48,First Class
ORD-10457,2024-09-08,2024-09-09,CUST-7266,Jennifer Moore,Consumer,East,Furniture,Sofa,2094.28,2,0.1,391.46,Standard Class
ORD-10458,2024-11-20,2024-11-26,CUST-7436,Jessica Jones,Corporate,North,Furniture,Desk,2833.27,6,0.1,108.51,Second Class
ORD-10459,2024-05-02,2024-05-07,CUST-1807,Jonathan Thomas,Home Office,West,Furniture,Bookshelf,3936.11,3,0.1,330.8,First Class
ORD-10460,2023-07-22,2023-07-26,CUST-7476,Hannah Nunez,Home Office,South,Technology,Mouse,2519.08,3,0.1,302.87,Second Class
ORD-10461,2024-08-12,2024-08-13,CUST-2843,Betty King,Home Office,West,Technology,Laptop,1345.96,7,0.2,163.11,Same Day
ORD-10462,2023-06-23,2023-06-26,CUST-8245,Todd Mendoza,Home Office,South,Furniture,Bookshelf,968.64,6,0.0,234.82,Same Day
ORD-10463,2023-03-29,2023-03-30,CUST-1893,Kelly Martin,Consumer,South,Technology,Monitor,1014.43,6,0.1,192.17,First Class
ORD-10464,2023-01-24,2023-01-27,CUST-4424,Lisa Lopez,Home Office,South,Technology,Keyboard,3475.1,2,0.2,217.25,Second Class
ORD-10465,2023-05-25,2023-05-31,CUST-1301,Jose Walker,Corporate,North,Office Supplies,Folder,3756.77,9,0.3,209.48,First Class
ORD-10466,2024-11-01,2024-11-02,CUST-2091,Curtis Wilson,Corporate,East,Technology,Laptop,1434.39,10,0.2,-52.68,First Class
ORD-10467,2024-06-04,2024-06-10,CUST-2631,Emma Cisneros,Corporate,West,Technology,Laptop,1476.63,7,0.1,361.7,Standard Class
ORD-10468,2024-06-26,2024-06-29,CUST-6465,Robin Gutierrez,Corporate,West,Technology,Monitor,2513.24,8,0.0,150.64,Second Class
ORD-10469,2024-05-28,2024-05-31,CUST-2015,Wyatt Chavez,Home Office,East,Technology,Keyboard,3427.87,6,0.2,31.03,Same Day
ORD-10470,2024-02-07,2024-02-13,CUST-3248,Patrick Larsen,Consumer,West,Technology,Printer,4746.6,4,0.1,405.58,Second Class
ORD-10471,2023-12-04,2023-12-08,CUST-9883,Brenda Reed,Consumer,South,Furniture,Table,2873.03,7,0.2,509.77,Second Class
ORD-10472,2024-12-23,2024-12-28,CUST-3215,Sharon Padilla,Corporate,South,Office Supplies,Folder,3426.56,4,0.1,264.7,Second Class
ORD-10473,2023-05-30,2023-06-05,CUST-1483,Allison Salazar,Corporate,West,Furniture,Chair,2795.55,2,0.1,221.96,Same Day
ORD-10474,2023-04-20,2023-04-22,CUST-4026,Kimberly King,Consumer,East,Furniture,Sofa,3733.14,5,0.1,727.13,Second Class
ORD-10475,2024-05-03,2024-05-05,CUST-9230,James Thompson,Home Office,West,Office Supplies,Pen,1169.94,1,0.2,-35.25,First Class
ORD-10476,2023-02-03,2023-02-07,CUST-1245,Robert Clark,Corporate,West,Technology,Mouse,2467.4,3,0.1,119.21,Second Class
ORD-10477,2024-03-25,2024-04-01,CUST-9027,Steve Brown,Home Office,East,Office Supplies,Pen,3793.73,2,0.1,879.29,Same Day
ORD-10478,2024-02-08,2024-02-13,CUST-9784,Ricky Sullivan,Home Office,North,Technology,Mouse,2036.24,1,0.3,163.0,Standard Class
ORD-10479,2024-02-10,2024-02-16,CUST-1643,Monica Dean,Home Office,West,Furniture,Sofa,4138.51,1,0.1,536.66,Standard Class
ORD-10480,2024-03-08,2024-03-11,CUST-1893,Jessica Franklin,Home Office,South,Technology,Keyboard,2208.98,5,0.2,144.33,Same Day
ORD-10481,2024-08-22,2024-08-28,CUST-9952,Chad Garcia,Consumer,West,Office Supplies,Stapler,470.4,9,0.0,44.66,Same Day
ORD-10482,2023-04-03,2023-04-06,CUST-6309,Luke Pierce,Home Office,South,Furniture,Sofa,144.06,8,0.1,31.78,Standard Class
ORD-10483,2024-01-29,2024-02-04,CUST-9383,Richard Dillon,Home Office,South,Technology,Laptop,3537.01,6,0.0,640.04,Same Day
ORD-10484,2024-11-06,2024-11-13,CUST-3459,Lisa Daniels,Consumer,South,Office Supplies,Stapler,238.65,3,0.2,21.81,Second Class
ORD-10485,2023-07-05,2023-07-06,CUST-3155,Robin Franklin,Consumer,North,Office Supplies,Notebook,2109.52,5,0.3,-58.65,First Class
ORD-10486,2024-05-20,2024-05-22,CUST-4553,Jonathon Johnson,Home Office,West,Technology,Mouse,2498.19,8,0.0,504.62,Same Day
ORD-10487,2024-07-14,2024-07-17,CUST-4401,Jennifer Rodriguez,Consumer,South,Furniture,Sofa,415.44,10,0.0,46.19,Second Class
ORD-10488,2023-03-31,2023-04-01,CUST-2784,Eric Beck,Corporate,South,Technology,Keyboard,202.87,1,0.2,6.65,Second Class
ORD-10489,2024-08-15,2024-08-18,CUST-1587,Catherine Moore,Consumer,East,Office Supplies,Paper,3063.23,10,0.1,739.99,First Class
ORD-10490,2023-05-18,2023-05-19,CUST-5496,Cristina Gibson,Corporate,West,Furniture,Sofa,4104.92,7,0.0,505.76,Second Class
ORD-10491,2024-12-06,2024-12-11,CUST-5705,Lisa Davis,Corporate,East,Office Supplies,Pen,3068.03,2,0.0,524.37,First Class
ORD-10492,2024-05-23,2024-05-28,CUST-9154,Anna Webb,Corporate,South,Office Supplies,Folder,4975.22,6,0.1,764.06,Second Class
ORD-10493,2024-10-02,2024-10-09,CUST-2932,Johnathan Hernandez,Home Office,South,Office Supplies,Paper,4896.7,1,0.0,274.2,Same Day
ORD-10494,2023-07-26,2023-08-01,CUST-5614,Matthew Matthews,Corporate,North,Furniture,Chair,1682.29,9,0.1,4.75,First Class
ORD-10495,2023-12-16,2023-12-20,CUST-1477,Lauren Lam,Consumer,South,Furniture,Desk,2758.97,1,0.0,611.0,First Class
ORD-10496,2024-10-04,2024-10-08,CUST-9797,Shawn Ward,Corporate,West,Furniture,Sofa,4582.49,1,0.1,551.61,Same Day
ORD-10497,2023-01-20,2023-01-22,CUST-6434,Peter Vega,Corporate,North,Office Supplies,Notebook,4178.83,5,0.2,371.06,Second Class
ORD-10498,2024-02-03,2024-02-05,CUST-2914,Kristine Jones,Corporate,East,Furniture,Chair,1708.98,7,0.1,243.95,Standard Class
ORD-10499,2023-11-06,2023-11-08,CUST-9603,Brett Clarke,Corporate,South,Furniture,Sofa,452.25,4,0.2,28.48,Standard Class
ORD-10500,2024-05-09,2024-05-14,CUST-3524,Pamela Clark,Consumer,East,Furniture,Chair,3893.4,2,0.3,103.17,Same Day
ORD-10501,2023-04-11,2023-04-18,CUST-9456,Carolyn Ford,Home Office,South,Office Supplies,Folder,1565.59,6,0.1,301.17,Second Class
ORD-10502,2023-02-15,2023-02-21,CUST-2426,Janet Rodriguez,Corporate,West,Office Supplies,Notebook,2307.65,9,0.0,117.75,Standard Class
ORD-10503,2023-11-16,2023-11-22,CUST-4438,Dr. John Reyes,Corporate,South,Technology,Printer,3835.58,5,0.0,745.6,Second Class
ORD-10504,2023-06-11,2023-06-14,CUST-2875,Johnny Simmons,Consumer,North,Furniture,Bookshelf,2670.73,8,0.0,315.58,Second Class
ORD-10505,2023-10-18,2023-10-23,CUST-5011,Gary White,Consumer,North,Office Supplies,Paper,2755.84,5,0.1,649.88,First Class
ORD-10506,2024-11-22,2024-11-23,CUST-2735,Michael Hunter,Corporate,North,Office Supplies,Paper,2712.07,1,0.1,19.66,Standard Class
ORD-10507,2023-11-16,2023-11-19,CUST-4246,Joseph Johnson,Home Office,North,Furniture,Sofa,911.34,10,0.3,49.28,Same Day
ORD-10508,2024-12-01,2024-12-07,CUST-8625,Lisa Ruiz,Corporate,South,Office Supplies,Pen,482.72,8,0.0,79.12,Second Class
ORD-10509,2024-11-12,2024-11-15,CUST-6320,Melanie Daniels,Corporate,West,Technology,Printer,1305.1,6,0.3,-70.69,Standard Class
ORD-10510,2023-10-17,2023-10-24,CUST-6711,Timothy Acosta,Home Office,South,Technology,Mouse,582.18,8,0.3,64.88,Standard Class
ORD-10511,2024-02-15,2024-02-20,CUST-7773,Patrick Nguyen,Consumer,South,Furniture,Chair,1642.83,2,0.2,136.66,Second Class
ORD-10512,2024-03-21,2024-03-26,CUST-6606,Chad Cruz,Home Office,South,Furniture,Sofa,348.98,4,0.3,33.53,Second Class
ORD-10513,2024-09-02,2024-09-06,CUST-6330,Jo Guerrero,Home Office,North,Office Supplies,Notebook,3702.05,10,0.3,-264.4,Same Day
ORD-10514,2024-09-02,2024-09-09,CUST-7208,Melanie Mitchell,Corporate,West,Technology,Keyboard,4780.3,2,0.0,1058.25,Standard Class
ORD-10515,2024-11-07,2024-11-09,CUST-8421,Jason Cruz,Home Office,East,Technology,Monitor,4088.83,10,0.0,978.33,Same Day
ORD-10516,2024-11-26,2024-11-29,CUST-8122,Gary Stephens,Home Office,East,Office Supplies,Folder,2246.86,4,0.2,56.02,Standard Class
ORD-10517,2023-10-29,2023-10-30,CUST-7049,James Martin,Home Office,North,Office Supplies,Notebook,3065.22,9,0.3,343.03,Standard Class
ORD-10518,2023-02-01,2023-02-03,CUST-8073,Alexis Williamson,Home Office,West,Office Supplies,Folder,4107.35,6,0.0,1089.73,First Class
ORD-10519,2024-05-01,2024-05-03,CUST-4083,Jose Lee,Home Office,West,Office Supplies,Stapler,2042.04,7,0.1,338.21,First Class
ORD-10520,2024-10-25,2024-10-26,CUST-3359,Joann Diaz,Home Office,West,Furniture,Table,1456.58,3,0.1,4.23,Same Day
ORD-10521,2024-12-13,2024-12-18,CUST-7974,Zachary Logan,Home Office,South,Technology,Laptop,703.36,7,0.3,86.79,Same Day
ORD-10522,2023-07-10,2023-07-14,CUST-1121,Stephen Brown,Home Office,West,Office Supplies,Stapler,2769.21,8,0.3,-30.94,Second Class
ORD-10523,2023-02-08,2023-02-13,CUST-8917,Heidi Smith,Home Office,East,Office Supplies,Folder,1360.87,9,0.2,-56.66,Standard Class
ORD-10524,2024-06-23,2024-06-30,CUST-5578,Rick Garcia,Corporate,North,Office Supplies,Stapler,4809.45,2,0.1,877.95,Standard Class
ORD-10525,2023-12-18,2023-12-23,CUST-1176,Kimberly Lewis,Corporate,West,Technology,Mouse,3160.7,2,0.2,326.37,Same Day
ORD-10526,2024-12-12,2024-12-17,CUST-5981,Mr. Matthew Gill II,Home Office,East,Office Supplies,Paper,2116.66,5,0.2,-17.19,Standard Class
ORD-10527,2023-10-26,2023-11-02,CUST-1447,Jeffrey Thomas,Corporate,West,Office Supplies,Stapler,2899.14,10,0.0,620.65,Standard Class
ORD-10528,2023-10-15,2023-10-18,CUST-5209,Robert Rios,Consumer,North,Technology,Printer,402.77,5,0.2,-6.79,Second Class
ORD-10529,2024-12-18,2024-12-20,CUST-8944,Marvin Lee,Consumer,North,Office Supplies,Pen,3302.6,6,0.1,215.7,First Class
ORD-10530,2024-02-27,2024-03-05,CUST-7277,Morgan Johnson,Consumer,West,Technology,Monitor,2985.81,3,0.3,263.32,Second Class
ORD-10531,2023-04-29,2023-04-30,CUST-3745,Michael Phillips,Corporate,West,Technology,Printer,3677.12,6,0.0,774.27,Same Day
ORD-10532,2024-12-23,2024-12-27,CUST-8775,Matthew Parker,Corporate,South,Furniture,Sofa,3735.83,9,0.1,354.72,Same Day
ORD-10533,2024-06-26,2024-07-02,CUST-1672,Lauren Williams,Consumer,East,Technology,Keyboard,4637.57,8,0.3,322.88,Same Day
ORD-10534,2024-08-21,2024-08-25,CUST-8554,Corey Richard,Home Office,South,Office Supplies,Paper,1688.14,5,0.0,192.17,Second Class
ORD-10535,2024-11-19,2024-11-20,CUST-2113,Eric Camacho,Consumer,West,Office Supplies,Paper,3395.04,3,0.2,295.04,Standard Class
ORD-10536,2023-09-15,2023-09-17,CUST-1557,Katherine Parker,Consumer,North,Office Supplies,Notebook,3433.79,6,0.1,622.59,Standard Class
ORD-10537,2024-09-11,2024-09-13,CUST-7159,Jacob Johnson,Home Office,South,Office Supplies,Pen,4753.44,2,0.0,340.33,Standard Class
ORD-10538,2023-10-11,2023-10-18,CUST-7995,Brenda Reed,Home Office,East,Office Supplies,Pen,1281.61,8,0.0,268.75,First Class
ORD-10539,2023-03-03,2023-03-06,CUST-5336,Kevin Benson,Consumer,West,Technology,Laptop,1400.89,1,0.3,-4.0,Standard Class
ORD-10540,2024-07-07,2024-07-14,CUST-8065,Karen Guerra,Consumer,North,Furniture,Table,3059.3,3,0.3,-223.0,Same Day
ORD-10541,2023-09-14,2023-09-21,CUST-8305,Charles Mendez,Consumer,West,Office Supplies,Paper,534.37,2,0.0,103.05,Second Class
ORD-10542,2023-12-04,2023-12-08,CUST-1060,Amanda Crawford,Home Office,West,Office Supplies,Notebook,4665.81,7,0.2,-56.45,Same Day
ORD-10543,2024-12-06,2024-12-13,CUST-8898,James Sullivan,Consumer,East,Furniture,Sofa,4223.36,2,0.1,3.49,First Class
ORD-10544,2023-12-15,2023-12-16,CUST-8530,Katherine Everett,Corporate,South,Office Supplies,Paper,2015.06,2,0.2,168.57,Second Class
ORD-10545,2023-04-20,2023-04-26,CUST-6886,Jamie Kramer,Corporate,North,Office Supplies,Notebook,4838.21,4,0.2,599.8,Same Day
ORD-10546,2024-08-30,2024-09-01,CUST-9015,Theresa Smith,Corporate,North,Office Supplies,Pen,716.92,4,0.0,164.84,First Class
ORD-10547,2023-02-27,2023-03-02,CUST-1701,Christy Nelson,Corporate,North,Furniture,Desk,4825.47,8,0.0,285.96,Second Class
ORD-10548,2023-08-27,2023-08-28,CUST-1604,Amanda Garner,Home Office,South,Office Supplies,Folder,2302.68,9,0.1,426.6,Same Day
ORD-10549,2024-10-26,2024-10-28,CUST-1235,Gary Thomas,Consumer,North,Office Supplies,Notebook,2366.67,10,0.0,261.92,First Class
ORD-10550,2023-04-19,2023-04-20,CUST-9145,Barbara Williams,Home Office,South,Technology,Mouse,3063.9,10,0.0,779.61,Standard Class
ORD-10551,2024-12-01,2024-12-06,CUST-9943,Hannah Anderson,Consumer,East,Technology,Mouse,1699.97,7,0.2,-33.66,Second Class
ORD-10552,2024-03-01,2024-03-03,CUST-7060,Andrew Rodriguez,Home Office,South,Technology,Printer,883.77,2,0.0,104.7,Same Day
ORD-10553,2023-01-17,2023-01-21,CUST-2322,Ricky Castaneda,Consumer,North,Technology,Printer,222.68,2,0.3,21.02,Second Class
ORD-10554,2023-07-31,2023-08-02,CUST-5439,Katrina Sanders,Home Office,West,Technology,Printer,4436.84,7,0.3,324.29,Same Day
ORD-10555,2024-09-18,2024-09-19,CUST-5934,Cody Garcia,Corporate,West,Technology,Monitor,3060.48,1,0.1,548.74,Standard Class
ORD-10556,2024-07-06,2024-07-11,CUST-4592,Samantha Walker,Corporate,South,Office Supplies,Pen,975.68,9,0.0,199.75,First Class
ORD-10557,2023-06-13,2023-06-19,CUST-1706,Charles Richardson,Consumer,East,Technology,Monitor,581.14,3,0.3,14.17,First Class
ORD-10558,2023-02-23,2023-02-28,CUST-3881,Parker Wallace,Consumer,North,Technology,Mouse,1271.88,10,0.3,-113.41,Same Day
ORD-10559,2023-11-30,2023-12-04,CUST-4256,Robert Hayden,Home Office,East,Office Supplies,Notebook,372.88,4,0.3,17.96,Second Class
ORD-10560,2024-01-20,2024-01-22,CUST-2204,Matthew Chung,Corporate,West,Technology,Keyboard,1154.35,4,0.3,135.6,Standard Class
ORD-10561,2024-01-18,2024-01-20,CUST-8499,Adam Mathis,Home Office,South,Furniture,Table,1096.5,10,0.3,-60.84,First Class
ORD-10562,2023-04-24,2023-05-01,CUST-8627,Shannon White,Corporate,West,Furniture,Table,1692.74,1,0.0,203.38,Second Class
ORD-10563,2024-10-15,2024-10-20,CUST-3784,Steven Middleton,Home Office,South,Furniture,Table,4434.32,10,0.1,875.28,Standard Class
ORD-10564,2023-10-13,2023-10-14,CUST-8014,Brian Stewart,Home Office,South,Furniture,Desk,2456.28,4,0.3,268.34,Second Class
ORD-10565,2023-01-06,2023-01-10,CUST-1724,Julia Dyer,Consumer,West,Furniture,Sofa,2905.75,10,0.1,663.79,Standard Class
ORD-10566,2023-03-27,2023-04-01,CUST-1203,William Cobb,Home Office,West,Furniture,Desk,1983.71,2,0.3,47.25,Second Class
ORD-10567,2023-11-09,2023-11-11,CUST-8524,Mark Rivera,Home Office,North,Technology,Keyboard,1493.04,2,0.0,253.74,Same Day
ORD-10568,2024-01-15,2024-01-21,CUST-8607,William Hubbard,Home Office,North,Furniture,Table,4373.51,7,0.1,863.61,Standard Class
ORD-10569,2024-12-15,2024-12-20,CUST-9887,Brian Evans,Home Office,South,Furniture,Bookshelf,2663.98,5,0.3,235.02,Standard Class
ORD-10570,2023-04-24,2023-04-28,CUST-6989,Steven Garrett,Corporate,North,Office Supplies,Paper,3684.09,1,0.2,633.64,First Class
ORD-10571,2023-12-09,2023-12-11,CUST-9841,Jacob Johnson,Consumer,West,Furniture,Table,3247.9,2,0.1,112.38,Second Class
ORD-10572,2023-03-06,2023-03-09,CUST-6656,Autumn Wood,Corporate,West,Office Supplies,Pen,1615.91,5,0.3,-49.63,Standard Class
ORD-10573,2024-01-12,2024-01-19,CUST-2075,Matthew Hernandez,Consumer,West,Furniture,Desk,3397.98,9,0.2,214.05,Standard Class
ORD-10574,2023-10-10,2023-10-11,CUST-3424,Anthony Morgan,Corporate,South,Technology,Mouse,4491.77,5,0.0,347.4,Second Class
ORD-10575,2024-03-06,2024-03-10,CUST-1351,Michelle Cunningham,Corporate,South,Office Supplies,Notebook,1479.98,9,0.1,175.34,Standard Class
ORD-10576,2023-12-18,2023-12-24,CUST-6346,April Carpenter,Corporate,West,Technology,Monitor,4178.04,9,0.2,221.11,Same Day
ORD-10577,2023-08-21,2023-08-25,CUST-7093,Ryan Robbins,Corporate,North,Furniture,Desk,677.13,5,0.1,133.61,Second Class
ORD-10578,2023-10-20,2023-10-22,CUST-3873,Jared Miller,Home Office,South,Furniture,Bookshelf,2290.51,3,0.1,407.6,Second Class
ORD-10579,2024-01-14,2024-01-16,CUST-4361,Brenda Reese,Home Office,North,Technology,Laptop,224.93,6,0.1,24.79,First Class
ORD-10580,2023-05-05,2023-05-06,CUST-7628,Theresa Cooper,Corporate,South,Furniture,Table,1877.12,9,0.1,250.43,Same Day
ORD-10581,2023-10-30,2023-11-03,CUST-5748,Tanya Sandoval,Home Office,South,Furniture,Table,41.39,9,0.2,4.63,Same Day
ORD-10582,2023-04-30,2023-05-03,CUST-1406,Hannah Clements,Corporate,South,Furniture,Chair,3663.57,1,0.1,620.98,Same Day
ORD-10583,2023-08-16,2023-08-23,CUST-5553,Christopher Terrell,Consumer,North,Furniture,Chair,1645.31,10,0.1,239.98,Standard Class
ORD-10584,2023-11-22,2023-11-27,CUST-9381,Thomas Glover,Consumer,East,Office Supplies,Stapler,3391.78,2,0.3,-174.3,Same Day
ORD-10585,2023-12-26,2023-12-29,CUST-8300,Joel Alvarez,Home Office,North,Technology,Mouse,1860.76,6,0.0,225.45,Second Class
ORD-10586,2024-03-10,2024-03-16,CUST-7786,Daniel Bowman,Consumer,North,Office Supplies,Stapler,3712.81,7,0.3,-103.37,Second Class
ORD-10587,2024-08-27,2024-09-03,CUST-7156,Sara Hull,Consumer,North,Technology,Keyboard,2383.57,9,0.2,-79.78,Same Day
ORD-10588,2023-05-21,2023-05-23,CUST-4047,Martin Richards,Corporate,East,Office Supplies,Paper,2084.28,9,0.3,161.66,Same Day
ORD-10589,2024-04-19,2024-04-21,CUST-1439,Molly Clark,Consumer,South,Technology,Keyboard,4176.23,5,0.3,166.3,First Class
ORD-10590,2024-12-05,2024-12-11,CUST-5009,Calvin Phillips DDS,Consumer,North,Furniture,Sofa,638.4,5,0.3,-35.21,First Class
ORD-10591,2023-09-22,2023-09-28,CUST-8799,Janice Wade,Home Office,North,Furniture,Chair,3002.48,6,0.3,124.28,First Class
ORD-10592,2023-05-30,2023-06-02,CUST-8553,Alex Green,Home Office,South,Office Supplies,Folder,107.37,5,0.1,15.61,First Class
ORD-10593,2023-10-26,2023-10-31,CUST-2258,Erica Mejia,Home Office,South,Technology,Laptop,1377.9,7,0.2,-52.11,Second Class
ORD-10594,2024-12-02,2024-12-09,CUST-5932,Stacey Harrington,Corporate,East,Technology,Printer,3768.09,9,0.2,633.46,Standard Class
ORD-10595,2023-10-16,2023-10-19,CUST-8944,Christopher Rush,Corporate,East,Office Supplies,Folder,1771.11,3,0.0,149.19,Second Class
ORD-10596,2024-07-26,2024-07-31,CUST-9612,Fernando Huff,Home Office,North,Technology,Monitor,789.68,4,0.1,156.97,Same Day
ORD-10597,2023-11-16,2023-11-22,CUST-6940,Joseph Baldwin,Consumer,West,Furniture,Chair,600.5,3,0.0,102.01,First Class
ORD-10598,2024-12-11,2024-12-13,CUST-4712,Megan Rodriguez,Corporate,South,Technology,Keyboard,163.22,2,0.1,5.25,Second Class
ORD-10599,2024-05-10,2024-05-17,CUST-8065,Alexandra Wallace,Consumer,South,Technology,Laptop,2135.53,2,0.0,116.82,Standard Class
ORD-10600,2023-02-14,2023-02-15,CUST-5942,Mark Harding,Home Office,North,Technology,Printer,2974.02,8,0.0,824.2,Standard Class
ORD-10601,2023-01-30,2023-01-31,CUST-3384,John Shepherd,Home Office,East,Technology,Printer,1042.9,4,0.1,174.84,First Class
ORD-10602,2023-03-11,2023-03-12,CUST-1229,Christian Bird,Home Office,South,Furniture,Table,4278.59,10,0.1,540.07,Second Class
ORD-10603,2023-04-12,2023-04-14,CUST-9260,Matthew Cummings,Home Office,West,Furniture,Table,4510.27,9,0.0,1323.29,First Class
ORD-10604,2024-01-24,2024-01-28,CUST-4510,Michelle Velazquez,Home Office,South,Office Supplies,Folder,941.93,2,0.1,196.57,Same Day
ORD-10605,2024-01-05,2024-01-11,CUST-5723,Ms. Rachel Lewis DDS,Home Office,North,Technology,Keyboard,635.6,2,0.1,78.79,Standard Class
ORD-10606,2023-11-16,2023-11-22,CUST-8273,Michelle Nash,Consumer,West,Furniture,Sofa,596.3,5,0.3,29.87,First Class
ORD-10607,2024-11-21,2024-11-25,CUST-2723,Richard Ritter,Corporate,West,Furniture,Table,4286.73,8,0.2,-22.19,Standard Class
ORD-10608,2023-06-22,2023-06-23,CUST-6959,Linda Jones,Consumer,East,Technology,Monitor,1986.16,10,0.0,467.46,Second Class
ORD-10609,2024-12-31,2025-01-07,CUST-5472,Melissa Baker,Home Office,West,Office Supplies,Stapler,631.36,7,0.3,-19.17,First Class
